,Review,Label
2132, Đến đây vì được ng bạn giới Nhiều đồ hồi nhỏ đáng yêu vc chưa kịp chụp bức ảnh nào về thanh toán thấy cái đống điện tử này xao xuyến qá,1
2133, Huhuu ngon Cực ngon luôn vào cuối hôm đó ăn cũng Tầm mà còn kín sạch Vớ được bàn ngay cửa View Tuyệt Phục vụ nhanh và thân ăn thì khỏi phải Cực kỳ ngon và chất Thích xíu mại và bánh bao kim sa ở đây Bánh bao ngon khỏi Vịt vs xá xíu cũng ngon nữa ăn ko qá Tầm ăn So với vị trí ngay phố view hồ mà giá như vậy thì cực hợp lý,1
2134, nhà đi ăn hôm sinh nhật tối chỗ khác hết bàn nên qua gian cũng sạch Vị trí các bàn rất sát nhân viên đi qua lại vướng ăn chất lượng cũng không đặc sắc lẩu Thái cũng gọi lẻ lượng phục vụ CỰC Quán không đến mức kín cho dù là tối nhưng ra đồ ban đầu Đến khi đang ăn nhà mình muốn gọi thêm đồ mà nhân viên cứ lướt qua lướt lại vâng dạ nhưng mãi chẳng lên Nhà mình gọi lẩu từ ban đợi sau mới mang Sắp ăn xong nướng thì gọi bạn nhân viên mang lẩu thế mà đến khi bếp nguội cả chưa sau có nhắc nhân viên thêm lând nữa mà vẫn chưa Bố mình phải gọi cả anh quản lý thì lẩu mới Ăn lẩu nhà hàng mà bếp chờ RẤT lâu mà chưa đừng nói đến nhúng thì bao giờ Bàn ngay gần đó ăn bằng bếp đã ăn nhà mình có nhắc đổi thế mà mãi không Bố mình đòi thanh toán anh quản lý mới chạy vội ra đổi bếp Nhân viên đông mà thời gian chờ phục vụ CỰC nhà mình chờ đồ nhân viên không mang lên thì trông ai cũng nhởm nhơ buôn vượt không mình ăn bị mình đã không nói gì định thế mà lúc chan nước lẩu mới vỡ lẽ nó nứt đến đáy luôn thân ái và tạm biệt nhé lúc sau lẩu có lên bố mình mới gọi bạn nhân viêm order lẩu lúc hỏi sao không mang lẩu bạn ấy còn tỉnh bở Bây giờ lên rồi còn gì ạ mình khi đi thái độ và chất lượng phục vụ rất quan Chính vì trải nghiệm tồi tệ xin phép đánh giá điểm trung bình theo quan điểm cá,-1
2135, Ở ngoài giống đc trog ảnh thì sướng biết ít đề phòng Thấy món ga xào phô mai hay hay đến thử dù biết it hơn ảnh huhu chắc phô mai bằng ảnh lun mất Nhưng ăn cũng tạm ổn Mà nuoc xao hơi ít nhan vien mag nồi gà ra bật bếp r vut đấy tu lúc phô mai chảy ra đến lúc nồi cháy đc ph Nhà hàng cũng chả dậy ăn gi cả khi mấy ổng đứng chém gió bên The là đành tắt bếp cháy het ở dưới ý Mà nv cha nhiệt tình gi cả nồi gà xào cháy đáy k đủ nên định gọi thêm nướng Nhìn bàn khác nướng chac đc ảnh có khi ít hơn Cái khay đựng siêu mỏng ý Nhưng đói vs tiện nên định Thì chị chủ soang chảnh bắt nhân viên dọn hết đồ chấm đi Ui ko hieu sao ý để đó thì sao tiết kiem cả bát nc chấm ah xong mặt thig nhăn nhó Chán quá về lun an cho bh quay lại hitle Chưa kể chỗ để xe phi tít lên dốc cao mà dốc kiểu cho ô tô ý lỗ chỗ lamd bằng kim loại ý xuống kieu chân sap thụt xong mấy ông nc đứng cười Nc gét hit le hit le,-1
2136, Hôm nay mình với ox đến thất mình kêu mì mực trứng nướng và bạch tuộc ăn không ra một cái vị gì nước chấm cũng quá ngọt dù m là người miền nam hay ăn Kêu thử hai món nướng trước rồi không ăn nữa đứng dậy đi về Vệ sinh cũng không được sạch,-1
2137, Lần đầu tiên mình được cảm nhận phong cách bán và ăn phở của người Hà sòng nhanh gọn và lạnh khá không có chổ để xe bên trong chật chội và sau khi trả tiền tại quầy thì tự tìm nơi mà nhét mình vào đi nếu lâu có phở để ăn thì chớ nên hó hé vì tiền gọi rồi còn hỏi gì nghìn nên to đùng hành và dầu mỡ thì vô số thịt chắc tương đương với bánh phở đấy mình thấy những người xung quanh mình thật dễ họ lầm lũi thưởng tuyệt nhiên không nghe họ trò thực hiện rất đúng tính chất của việc ăn vô cùng đặc biệt ở chổ không có chẳng gia vị để nêm thành ra nhạt thết vì thật lòng mình cũng không dám húp nước để xe nó ngọt tự nhiên cở Có lẻ mình được được phục vụ theo cái cách nhẫn nhịn và đầy đủ tại nơi mình sống nên đâm ra dở hơi do đó dễ bị,-1
2138, Mình thấy đây là một trong những quán ăn tự chọn đáng tiền nhất Hà ăn rất phong phù hợp với nhiều đối Ngon nhất là mấy đồ hải sản nướng với pho mai bỏ Các món rất thơm và vừa Ngoài ra còn có hàu hôm đấy ăn quá trời Hàu rất Các món sushi thì không đặc ăn cũng tạm miệng thì rất nhiều loại chè và hoa Thích nhất cái quầy kem ở ăn cùng với bánh crepe thì tuyệt viên phục vì thì nhiệt và vui trí không gian thì bình được cái thoáng mát và rộng,1
2139, Không gian đẹp thoáng đồ ăn ngon phục vụ nhiệt tình,1
2140, Mình ăn người chọn suất gà xào bắp cải ăn nhaaa theo mình giá như vậy là hợp lý viên nhanh nhẹn quan tâm khách Hỏi han từng thứ một Tư vấn khá nhiệt NO LẮM LUÔN Nhìn thì có vẻ ít ít hehe nhưng mà bọn mình sáng k ăn trưa ăn như vậy mà no lắm Đồ ăn sạch sẽ Giá cả phải chăng Ở trung tâm thương mại aeon mall long biên Trên tầng Dễ tìm lắm ít bàn vì đi ngày lễ là k có chỗ ngồi luôn,1
2141, buổi trưa hôm đó có con dở hơi lên cơn cuồng ăn ngồi lọc foody đến tận chiều tối để đi lấp đẫy save tạm vào trong đinh ninh là sẽ đc ăn vì đã hạ quyết tâm phải thử hết đồ ăn ngon trên toàn địa bàn hn mỗi chỗ làm đầu tiên thử cờ rếp bụng đã to như con ếch r cũng đc nhưng k ra tnao lại lừa đảo con sen đi chỉ nó đg về nhà vì con này ngu lắm đi mãi mà có b đường đ đâu toàn phải mình gg map hehe đhs từ hàm cá mập về nhà kb đường trong khi đi mãi quay trở lại ngon số cer uk để thử phát xem kiểu lúc đợi chờ háo hức tại đúng lúc lên cơn vật mín trộn xong r thử thấy hơi thôi chắc để thêm tí tí tí ớt vào xem uhmm đ thấy khác mẹ gì cả -_- nó chỉ chua hơn cay hơn lói trung là như cháo lòng tiết thôi đc r ksao để thử miếng chả lươn xem có mỗi mình ăn mà bị nv dụ làm hẳn xong còn nhìn kiểu kì thị đẹt nó cũng méo có vị gì luôn là saoo bảo sao phải có bát nc chấm cho nó màu mè mà đầu tiên mình cứ tưởng bát đấy để rưới lên miến thế là cũng cho tí thề chả nhạt nhẽo nhai thì dai còn chả có tí vị lươn nào -_- rau sống thì rõ miến thì sần sật cũng đc cer mà nhạt nhẽo vô cùng lươn k hề có ấn tượng gì ghét nhất là quả chờ tưởng đc ăn ngon mà mãi chưa thấy miến của mình phải tầm xong hình như bát nc chấm chả của ng khác dùng r mang sang bàn cho mình eooo cửa hàng chính thì bé vs trông sập xệ thế là hình như liên kết vs bên hàng nước có điều to đẹp có hẳn tầng để khách ngồi ăn cho thoải ở đây đc mỗi sữa ngô ngon cer mà cô bán hàng nước bên này hình như đang bay lắc zữ quá khách vào hỏi có đồ uống gì lại kêu cháu gọi miến gọi r thì cứ ngồi xuống r sẽ có nc xong mặt khó ở -_- menu đâu cô ơii thế xong r gọi phải đến mới đc cô ấy chú ý mà có mỗi mình gọi vs ngồi sát sàn sạt nhau chắc cô high quá đến lần đợi mãi mới bắt đc nhg cứ hỏi đi hỏi gọi sữa ngô vs trà bạc hà mà cứ sữa sen trà thái trà ngô thôi đc r mình bình tĩnh hơn để đọc to và rõ sữa ngô thì có sẵn mang ra luôn còn trà bạc hà mãi k thấy mới bảo phải đổi trà quất thế là mình uống đc nửa chai sữa ngô con sen mới đc hớp trà rõ khổ kiếp uống xong xuôi no nê cũng đc nhg k ra gì bọn mình ra về vs tổng thiệt hại là sữa ngô trà quất chả miến công nhận ở đây vs ở thái hà mà khác bọt rõ vẫn chưa đc thử bát miến bán sáng trưa thần thánh ở chợ nam đồng mà con sen khác khen như chưa baoh đc làm đa cấp thôi nchung là mất tiền ngu star,-1
2142, Ngon và giá cả ko đắt tí nào so với chất lượng và dịch vụ,-1
2143, A small cafe in stature with character of olympic zen lined walls of plants and fish rivers of cool High The old brick walls mixed with the green of the old and the new occupying the same A place to take a book and meanwhile the hours of your contemplate over Descarte and seeking out the truth of our,1
2144, Lần nào ăn ở đây mình cũng rất hài Nhân viên phục vụ nhanh nhẹn và nhiệt Pizza thì rất nhiều vỏ bánh nóng Mỳ Ý thì sốt vừa vị và dễ ăn cho trẻ Chắc chắn sẽ quay lại Cơ sở này còn có điểm mạnh là khá nhiều chỗ,1
2145, Đi xe đạp dạo hồ Tây nhớ ra chỗ mình đi cũng gần Phan Đình Phùng nên tạt vào ngay Quán cũng dễ tìm đi từ hướng đường Thanh Niên vào thì quán nằm bên tay trái nhé Hôm nay mình đi vào cuối ngày nên chụp hơi tối mà kem tan nhanh nên chụp tấm là okay rồi gọi blueberry yogurt size to là ecard thì giảm của mình phải làm lại do cái trước mềm quá Mà yogurt làm khó hơn ice cream Mình hơi ngại vì thấy chị chủ phải làm kem cho mình tận lần liền Chị ấy rất kĩ tính về chất lượng đó ạ Điều này khiến mình an tâm nhất Lần này mình không gọi kem ốc quế mà gọi cốc ốc quế nhanh bị đổ lắm TToTT Yogurt ngon chua chua của blueberries bạn nào thích ngọt thì không nên gọi còn ai đang giảm bếu thì quá phù hợp luôn Waffles thì thơm và ngon lắm luôn mình đang niềng răng nên ăn được ít thôi không thì vẫn muốn gọi thêm cái này nếu bạn thích thì free viên thì dễ thương xinh nữa phục vụ chu đáo Lúc về cả chị còn cảm ơn cơ rối rít cơ Chỗ này mến khách thật Hôm nay mình không muốn dùng ecard vì chất lượng và phục vụ như vậy xứng với giá tiền lắm trừ là không có điều hòa và không gian hơn nhỏ,1
2146, Hôm chia tay lớp tiếng Anh thì bọn mình có gọi ship từ bên domino Đặt hàng qua web được giảm đấy lớp lộn xộn nên mình chỉ kịp chụp mỗi cái ảnh này thôi cũng khá nhanh nhưng lại quên nước của mình lại phải quay về mình order gà phô bánh Ôi cái pizza bọn mình order đều ngon hết vẫn còn nóng Bánh kếp cũng giòn mỗi đứa một cái phê Gà phô mai thì ít ơi là lại cay gà thì bở ăn chán chung là vẫn cực ấn tượng với domino đó,1
2147, Tối hôm đó cũng gần đi ăn đêm thèm của ngọt nên vào anh hoà bakery mua một hộp bánh rồi ra thanh Lúc ra đến cửa thì nghe thấy tiếng vọng từ đằng mua có mỗi hộp bánh Chẳng biết bánh ngon cỡ nào mà riêng thái độ phục cụ coi thường khách khiến người ta kh muốn quay lại rồi,-1
2148, Đến quán lần thứ khá thích không gian Cứ lần nào đến quán là mình lại thấy khá yên bình với thoải Thích cả đồ uống ở đây Trà đào bạc xỉu cũng đặc Giá phải trang trí phong cách nhà có cả xe bánh xe với mấy cái ghế gỗ Nhân viên ở đây nhìn ai cũng chất Mình hay ngồi ngoài ban công tầng khá thoáng nhiên phòng vệ sinh chưa được sạch lắm cửa hỏng hơi review thấy mọi người bảo quán khó tìm nên mình cũng tìm đường trước ở nhà nên cũng thấy k khó tìm đi thẳng xuống chân dốc r rẽ ở ngách thứ rồi lại rẽ trái và đi thẳng đến cuối đường là hoặc có thể hỏi người dân xung thường có du ca vào thứ thứ nhưng hình như đợt tết dương lịch vừa rồi là last show của ta du ca thì phải,1
2149, Phải nói là rất ngon và chất lượng thịt gà rất mềm và thơm không bị bở như nhiều hàng khác Da gà thì giòn tan và cực sạch lông nhé mình là người rất kỹ tính nên hay để ý mình ăn phở trộn thấy rất đậm đà và ngon đầy tú hụ luôn cả thì bát nhé bọn mình hết người phở đùi phở lưng còn bát bình thường thì phải Ở đây không gọi đùi hay cánh là người ta cho bát bình thường hết bán từ tầm hơn thì phải nói chung là tiền nào của nấy ăn sướng miệng lắm,1
2150, năm trước mua cốc rau câu về thì thấy cốc có con ruồi đen béo từ đấy chả dám đến nữa,-1
2151, Nếu bạn đang tìm kiếm một quán toàn trai xinh gái đẹp và đồ uống cũng rất chi là ngon nữa thì sao không thử đến đây chứ mình đảm bảo bạn sẽ không thất vọng đâu tin mình Quán nằm ngay trên mặt đường không khó gì để tìm quán đâu nhé lại nắm ngay gần bến xe bus nữa nên thật dễ dàng cho các bạn hay đi xe bus như mình đỡ phải đi bộ xa vào quán thì đập vào mắt là không gian ấm cúng mà trẻ trung vô cùng chứ không phải ấm cúng theo kiểu cố cổ à còn có cả truyện tranh nữa giết thời gian bằng cách vừa đọc truyện rồi thỉng thoảng ngắm nhìn những hạt mưa rơi cũng không kém lãng mạn như trong phim đâu Còn nói về đồ uống của quán thì có hơi chát so với học sinh như mình được cái là thạch rất kiểu giòn giòn chứ không nát nát đâu chung là khá Ok đó,1
2152, Dọc theo con phố Lý Thái Tổ và giáng sinh tưng bừng rộn ràng nhiều người bao quanh xếp hang mua cái gì đó thì mình cũng đứng xếp ra là mua xếp hàng thật lâu mới tới viên phục vụ tình và chu mua kem chanh bạc hà hộp kem việt quất tất đến ăn nhé,1
2153, Đến cf phim ở đây khá nhiều lần uống tạm phim cũng bình thường nhưng không hay cập nhật phim mới đến chọn được phim ưng ý thì có mỗi mình hỏi là nếu chờ thì anh có tải vietsub về được không thì chỉ có lựa chọn là xem phim khác thì dùng foody card đến lần đầu được giảm giá lần sau thì bị từ chối vì chưa đặt trước lần sau nữa ib đặt chỗ qua fb hỏi còn phòng không thì bảo còn mình đến tận nơi hỏi có được giảm giá foody không thì bảo phải đặt mình bảo mình ib fb rồi thì họ bảo nhân viên ngta phải xác nhận mới được giảm thế là thành ra không được giảm giá chiếu phim thì dạo này nhìn cũ rồi với cả chả biết giờ đã cải thiện phòng chiếu chưa chứ giá như này cao hơn cf phim gần nhà mới mở rồi mà chất lượng thì không bằng,-1
2154, Đọc review của các bạn bên dưới thích quá nên được hôm nghỉ tết Tây phải xách xe lên và đi thử Nhưng mình thật rất thất Bánh cực kì bình Đúng mỗi vỏ còn nhân không chả cốm vô nước chấm chỉ tạm ổn chứ chưa đến mức đc ca bánh rất chỉ bằng của quán mình hay Giá không đắt không gồm một một chả cốm,-1
2155, Thực sự hôm nay mình rất thất vọng về thái độ phục vụ của Bước vào quán chưa kịp định hình thì nhân viên đã bảo lên Xong mình lên đến tầng định lên tầng thì nhân viên bảo tầng đông nên mình cũng ngồi tầng theo ý của nhân Mình ngồi phút không thấy nhân viên đến order xong mình lại gọi nhân viên câu mới thưa và đi ra chỗ mình và đặt ngay cái menu xuống bàn và không nói lời Ok mình gọi trà matcha và uống không khác gì trà thái Lúc mang trà ra nhân viên cầm cốc và đăt trc mặt mình và bạn mình cũng k nói lời nào cảm giác như bất cần,-1
2156, Hôm qua vừa đến yếu là thịt sản có một đĩa trứng và một râu bạch giá thì tạm viên cũng nhiệt tình,0
2157, Đồ nướng của nhật thì tuyệt vời ông mặt trời rồi cá nhân m rất thích ăn đồ cũng ăn ở kha khá chỗ m thấy gyu kaku các loại thịt tẩm ướp đậm nướng lên thơm phức hấp dẫn kinh khủng set nướng có thêm cả cơm trộn Quả trứng lòng đào trộn cùng các loại khá vừa và có phần hơi cay lẩu thì nước dùng vừa thịt bò để nhúng thuộc dạng ngon của ngon ấy gọi thêm đĩa mì udon nữa là quá tuyệt luôn gian quán khá thích hợp cho gia đình tụ nhân viên nhanh nhẹn phục vụ chu đáo,1
2158, Cảm giác tối nào cứ đến là muốn chạy ra khỏi nhà đi ăn bánh tráng nướng và bánh tráng trộn ở tráng trộn bơ thơm và ngậy rất tráng nướng thì mặc dù đợi hơi lâu nhưng vẫn gắng đợi ý không phí công ngồi Bánh tráng nướng ở đây ăn loại đầy đủ thì có xúc bò,1
2159, lần đi vào phía trong thấy rửa chảo nướng còn lõng bõng xà phòng mà vẫn mang cho lui đến già,-1
2160, Vâng lúc kém tất nhiên là buổi đêm bị bạn tag vào vid làm bánh của Bami Bread thế là cấp cấp tốc tốc inbox page Bami Bread với hy vọng không nhiều lắm là page sẽ rep Nhưng mà noooo ngay sau khi mình bấm send thì page đã rep lại ngay và tuyệt vời hệ mặt trời là ship đến đêm luôn nên là đêm có lạnh và đói thì cứ inbox page bạn sẽ có bánh ngay sau phút lượng bánh mì gà nướng sả là và Hội An cũng là nhưng cá nhân mình thích bánh mì gà Vị sả gà mềm nhưng không rau thơm hơi ít ớt còn lại nói tổng thể là duyệt nhé vì tưởng là đắt hơn bánh mì vỉa hè nhưng mà thật ra là rẻ hơn vì bánh rất to và nhân đầy đặn sạch freeship từ trong bán kính thì còn gì rẻ hơn nữa à quên bánh mì Hội An đặc biệt thì có pate với gì nữa ấy nhưng vì yêu bánh mì gà quá nên mình quên rồi còn đặt thêm dài dài ạ,1
2161, Ăn pizza ở đây và Linguini xong là ko muốn ăn kiểu Pepperonis hay các hãng khác nữa Khu làm pizza ngay trc mặt nhìn sạch sẽ thích ơi là Ngồi chờ pizza hơi lâu tí nhưng ăn siêu À ở đây có món tráng miệng là bánh chanh ngon ko chịu đcccc the best dessert ever luôn,1
2162, quá khô,0
2163, Ôi mẹ ơi chưa bao giờ ăn quán bánh nào mà ngon như quán này rẻ nữa dễ tìm ngay đoạn ngõ tràng tiền đi cô mình ở gần đây nên thỉnh thoảng có đi bộ qua ngõ và thấy c gái hanna mua cho ăn vs vị bánh là tiramisu và matcha thì thấy cốt bánh ở đây làm rất bông và thì k béo socola thì nhìn trông béo cũng matcha thì lại quyến rũ khó tả chung e cảm ơn c đã mua bánh cho bé ăn,1
2164, Nóng thì chờ thì chờ nhưng ngon là phải đi,1
2165, Quán quen thuộc của mọi nhà là đây ở ngay mặt đường hàng bồ rộng rãi dễ tìm thấy xôi chè thì khỏi nói rồi yêu ngay từ cái nhìn đầu Nhưng ăn không thì vẫn hơi ngọt mặc dù mình đã rất thích ăn ngọt nhưng mà nếu ăn nhiều thì vẫn hơi thấy các bạn nên dùng thêm tào phớ lúc sau cho đỡ ngọt là oki quán sạch ghế đẹp và sáng sủa nhân viên phục vụ cũng rất Hai bát trong ảnh là xôi chè bà cốt và xôi chè đỗ đen một bát thôi,1
2166, Lẩu ở đây thì ngon thôi rồi Vừa ngon vừa rẻ mỗi lần họp lớp hay hội nghị gì toàn giới thiệu ra Anh chủ thì rất biết chiều khách chịu khó đổi mới và lắng nghe ý Giá cả thì thực ra mình ăn từ thời sinh viên nên giá khỏi nghĩ,1
2167, Trong ngõ Hàng Khay có đến vài hàng bún đậu mắm nếu không để ý thì nhiều người dễ bị Ở đây mình nói tới quán đầu tiên bên tay tính từ đầu ngõ đi xưa dân tình đồn đại ầm lên quán này ngon qua vài lần ăn thì bản thân mình thấy bình Đậu ở đây chán khủng Mắm tôm cũng chưa được Một suất bún đậu đầy đủ bao gồm đậu chả Giá chưa kể nước Nếu giảm giá xuống một tầm thì hợp lý gian quán hơi,0
2168, Hnay mình mua về một cốc trà sữa mật ong thêm chân châu nổ Mình đã nói rõ là chân chân NỔ rồi vậy mà bạn lại lấy chân châu thường cho Vị nước còn hơi mình k hài lòng chút Lúc gọi đồ uống mấy bạn nhân viên còn nói chuyện k tập trung j Còn ở Xing Cha Lý Thường Kiệt hôm qua mình cũng order một cốc trà sữa Lúc đầu uống thì vị bthg nhưng đến lúc gần hết thì cặn cặn như pha bột Mình thấy sợ nên k uống Đúng là kinh thật,-1
2169, ăn Không gian Nhân viên ngoan bây không cho ecard hnay Foody nên đi giơ ra ko Ps ngon-1,
2170, Nước chấm pate ko khoai tây chiên chán nói chung không quay lại lần,-1
2171, Maybe one of the worst Italian dining expeirence I ever high price and not good service food is totally different from true italian and too much smokers in this will never go back here,-1
2172, Mình ăn mà không thấy chỉ no quầ dừng,1
2173, Quán hơi chật và đông đúc ồn So với khu vực Hà Đông cũng là một trong những điểm hot cho nhóm teen teen tụ tập,0
2174, Mình ăn nét huế đã nhiều năm đặc biệt hay ăn ở Hàng ăn tất nhiên là ok nên mình mới quay lại càng ngày càng thấy phục vụ đi vụ quên order nhầm lần trở lại đây ko lần nào là ko điểm là sáng chủ nhật đưa con đi ăn gọi suất Cháo mình nhắc đi nhắc lại mà để thằng bé chờ cả tiếng ko có đồ ăn,-1
2175, mình thấy đồ ăn ở đây ngon nhất so với những quán đồ hàn mình gà cay phô mai ngon kinh khủng k cay lè lưỡi mà vẫn thích ăn,1
2176, Đối với mình thì kem tràng tiền ở khá xa nên đã đến là phải ăn cái mà dạo gần đây chất lượng kem ngày càng giảm nên mình cũng mất dần hứng cảm thấy kem tây hồ có khi còn ngon quế có lần mình ăn thì nhận thấy có mùi rất khó từ đấy chừa không dám động vào nữa nghe bảo hồi trước kem ốc quế ngon hơn kem trải đều từ đầu đến cuối luôn chứ không chỉ có viên ở trên ốc quế cũng chẳng có mùi lạ thế que socola với dừa mình không thích lắm vì thấy nó hơi ngọt,-1
2177, Đã tìm và địa điểm này đã không còn tồn tại,-1
2178, ăn ngon,1
2179, Đồ ăn ngon décor đẹp và thái độ phục vụ của nhân viên vô cùng thân thiện,1
2180, Ăn rất bình thường so với cơm gà Hội An auth k có nhiều sự chọn,0
2181, Các món lẩu miền Tây thì ko bằng ở nhà hàng Bến Ninh Kiều Mai Hắc Đế,1
2182, Ngonnnnnnnnnnnn,1
2183, Hôm qua mình đi người gọi nồi lẩu riêu cua cũng khá đầy đủ chả thêm đĩa củ ăn ng là đủ nhưng nước lẩu quá như nước lã thêm dấm thêm riêu cua thì nổi lên mùi hành phi ko thấy vị riêu cua Ăn gần cuối thì mặn Thử lần thôi ko quay lại,-1
2184, Đưa chồng người nước ngoài ra Thủ đô chơi nên cố gắng đưa đi ăn nhưngz món ăn tiêu biểu và nổi tiếng ở Qua hỏi han bạn bè và đọc báo thì cố đi tìm quán chả cá Lã Vọng ở Chỉ hỏi mấy người rồi tự đưa lên mà không cần biết khách ăn mấy suất hay gọi mấy Nhìn quanh xem có bảng giá không thì không cũng ăn nhưng ngấy Không gian nhỏ hẹp không giống như quán ăn thực Đang ăn thì thấy bàn đối diện bạn nữ thanh toán mình có nghe được Ngó qua thấy không khác gì bàn mình nên giật mình hỏi suất giá ra sao thì lúc đó mới biết ng với đĩa bún bé mấy hạt bát con mắm điax nhỏ rau thì là cùng hành mấy cọng rau mùi và mấy miếng cá ở cái chảo nhỏ ngập dầu kia là chưa kể giấy ướt tính tiền Mình là người rất thích hải sản mà cũng cảm thấy không Ăn bỏ còn chồng mình người nước ngoài cũng mắng mình vì lặn lội tìm quán này bằng được nhưng chất lượng không như mong Giá quá Không xứng gọi là nhà hàng hay quán ăn với không gian và phong cách phục Có lẽ hợp với khẩu vị người viết báo nên thấy được khen khá nhiều nên mới tốn công sức đến tận đây để nhận lại sự thất vọng,-1
2185, Quá thất ko thấy xứng với tên Master mình gọi salad cá hồi thì nước sốt chua gọi suất bò Nhật đặc biệt với sốt vang đỏ và tiêu thì miếng bò toàn thức ăn lên thì chậm vô cùng khoảng À gọi khoai nghiền các e vâng vâng dạ dạ rồi vác ra khoai chiên kêu hết khoai sao các em k nói trươc để chị khỏi gọi sẽ k quay lại,-1
2186, VIEW ĐỒ CHẤT LƯỢNG BÌNH THƯỜNG MÀ GIÁ CẢ QUÁ QUAY LẠI LẦN,-1
2187, Starbucks là thương hiệu lớn nên giá khá cao nhưng bù lại chất lượng cũng rất tốt và đồ uống rất ngon cũng có nhiều loại bánh để lựa chọn,1
2188, bánh mì chất lượng chưa xứng tầm,-1
2189, Lần thứ ăn ở Lần trước ăn đậu đỏ còn lần này là khoai Ưng cái đậu đỏ hơn cả về phần nhân lẫn Lần này ăn cảm giác chỉ như bánh của hải hà kotobuki mà giá gấp đôi nên cảm thấy ko hài lòng lắm,-1
2190, Hôm qua có đến Lẩu hội quán NCT quán nằm ở tầng hầm ngay thang máy đi Không gian có thể nói là bày trí khi ăn đã gọi đt hỏi giá cả thì nv báo giá đằng đến nơi ăn xog tính tiền Giá lúc thanh toán chênh hơn giá báo qua đt đến chưa kê tính Tính đồ uống vào thì hoá đơn là nghìn Mà ăn mỗi buffet lẩu lại tính tiền buffet lẩu Hỏi thì nv bảo ko biết ai trực Ko có buffet lẩu mà chỉ có buffet lẩu nướng nên dù ko ăn nướng thì vẫn phải trả tiền cho cả buffet do mình không ăn nướng thì vì đã ăn nướng ở đây nướng giấc bạc chả khác j vỉa hè mà đồ còn không tươi bằng ở vỉa tẩm ướp thì các món chín thì nhạt quầy bbq thì nv nướng đồ sẵn nhưng thề là quá nguội ăn ko thể nuốt thành ý có thể đi ăn ở hay King BBQ rồi và đương nhiên là đồ ở và King chắc chắn ngon hơn không bao giờ quay,-1
2191, Tối qua là lần đầu tiên mình đến Gemini nhưng ấn tượng cực kì tệ và chắc chắn sẽ không bao giờ quay Lúc đầu đã phân vân vào Xing cha hay Gemini vì quán ngay cạnh nhau nhưng cuối cùng mình quyết vào Gemini vì chưa thử bao giờ khá rộng có gian ngồi bệt và bàn ghế Tầng decor hơi màu xanh chủ đạo cũng xấu Đội ngũ nhân viên khá hùng hậu và lễ Bọn mình gọi capuchino và hazelnut Phải nhấn mạnh là lúc bọn mình đến quán không hề đông chút Thế mà không hiểu bạn nhân viên sót order hay sao mà bọn mình đợi hơn vẫn chưa thấy đồ uống Chạy ra hỏi thì các bạn ý xin lỗi và nói sẽ làm Thế là chờ thêm nữa thì được cốc Bọn mình lại chờ hơn nhưng có vẻ các bạn ý quên mất cốc còn lại Mình bực quá chạy ra hỏi thì bạn ý bảo là mình có order cafe hạt dẻ Phải nói là khá ức chế vì rõ ràng mình order cafe hạt dẻ đầu tiên rồi mới đến bạn nhân viên còn hỏi lại mình lần nữa cho chắc cơ Sau có bạn bảo bạn này mới đi làm buổi đầu tiên nên lóng ngóng như về chất lượng đồ uống thì mình không đánh giá cafe chỉ ngang ngửa với Delio mà Cốc cafe hạt dẻ mới là dở cafe có vị chua chua Nói chung là bọn mình gần như không động đến và uống nước lọc rồi đi cafe training nhân viên tệ nhất mình từng,-1
2192, Với thằng con trai như mình thì chỉ cần bánh ngon và Và iT với mình như thế là quá ổn rồi Lần sau vẫn tiếp tục thôi,1
2193, Á viết dài mà bị xóa mất no dã man mỗi tội suất của mình hình như bị thiếu mà hình như thiếu nhiều cơ phục vụ hơi chỗ mình ngồi nóng dã tại đh yếu mà nhân viên không lấy cho cái mồ hôi đúng là chảy ròng ròng hôm ấy đi xong anh cũng chê luôn mà công nhận nhiều dã kiểu ăn mãi ăn mãi không xong suất nướng là đến suất lẩu mà đúng kiểu phải ngồi thêm lúc mới đủ sức ăn tiếp mà không ăn nổi kinh Hy vọng lần sau nv phục vụ tốt hơn chút,0
2194, Quán chuyển về Triệu Việt Vương rộng mát mẻ hơn bao Lại còn có nhiều đồ uống Sắp tới còn có thêm bánh xèo nữa,1
2195, Mình và bạn hôm đấy chọn set ăn no căng bụng luôn mỗi tội rưỡi mới đến nên chưa kịp ăn hết các món anh nhân viên nhiệt tình và đáng yêu lắm lần sau sẽ đến ăn còn món bánh xèo vẫn chưa được ăn,1
2196, Chỗ để xe thì không có mà lại có cái xe rác trước cửa hàng,-1
2197, Bánh giò nóng chỉ ngóng người mời Đùa chứ sáng nào cũng làng vảng qua đây ăn bánh Ăn hoài mà k Chắc do nghiện quá Với lại ăn với dưa góp nên bớt ngán Mình là nhẵn mặt ở cái quán đó Chỉ cần sáng ra cô chủ quán thấy mẹt mình là cắt ngay cho mình cái Mình ngồi vào cái là có bánh đưa mình,1
2198, Không gian quán khá là Trà thì cũng same same như bao cơ sở và những quán trà sữa,-1
